,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Interceptions,Rating
4335,José Giménez,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,7,630,15,7.34
4336,José Giménez,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,272,6,7.1
4337,José Giménez,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,17,1013,32,7.17
4338,José Giménez,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,6,507,20,7.79
4339,José Giménez,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,27,2430,67,7.22
4340,José Giménez,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,8,631,27,7.07
4341,José Giménez,2015,Uruguay,International-Copa-America,ICA,4,360,4,7.51
4342,José Giménez,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,20,1752,53,7.52
4343,José Giménez,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,274,6,7.33
4344,José Giménez,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,1,90,1,6.67
4345,José Giménez,2014,Uruguay,International-FIFA-World-Cup,WC,3,270,7,6.87
4346,Bruno Fernandes,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,33,2806,31,7.55
4347,Bruno Fernandes,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,6,537,3,7.75
4348,Bruno Fernandes,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,537,4,7.07
4349,Bruno Fernandes,2016/2017,Sampdoria,Italy-Serie-A,ISA,34,1725,10,6.61
4350,Bruno Fernandes,2015/2016,Udinese,Italy-Serie-A,ISA,31,2115,47,6.9
4351,Bruno Fernandes,2014/2015,Udinese,Italy-Serie-A,ISA,31,1605,27,6.43
4352,Bruno Fernandes,2013/2014,Udinese,Italy-Serie-A,ISA,24,1557,29,7.12
4353,Gelson Martins,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,31,2688,20,7.4
4354,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,5,445,6,7.07
4355,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,463,4,6.77
4356,Gelson Martins,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,32,2771,30,7.31
4357,Gelson Martins,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,6,506,6,7.0
4358,Gelson Martins,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,6,273,4,6.67
4359,Kepa Arrizabalaga,2017/2018,Athletic Bilb..,Spain-La-Liga,SLL,30,2700,2,6.79
4360,Kepa Arrizabalaga,2016/2017,Athletic Bilb..,Spain-La-Liga,SLL,23,2016,2,6.56
4361,Pione Sisto,2017/2018,Celta Vigo,Spain-La-Liga,SLL,34,2535,12,6.96
4362,Pione Sisto,2016/2017,Celta Vigo,Spain-La-Liga,SLL,30,1666,10,6.67
4363,Pione Sisto,2016/2017,Celta Vigo,Europe-UEFA-Europa-League,UEL,13,948,4,6.84
4364,Pione Sisto,2015/2016,FC Midtjyllan..,Europe-UEFA-Europa-League,UEL,7,480,2,7.18
4365,Pione Sisto,2015,Denmark U21,International-EURO-U-21,IEU,3,130,3,6.74
4366,Yussuf Poulsen,2017/2018,RasenBallspor..,Germany-Bundesliga,GB,30,1662,9,6.68
4367,Yussuf Poulsen,2017/2018,RasenBallspor..,Europe-UEFA-Europa-League,UEL,5,215,3,6.59
4368,Yussuf Poulsen,2017/2018,RasenBallspor..,Europe-UEFA-Champions-League,UCL,4,200,-,6.55
4369,Yussuf Poulsen,2016/2017,RasenBallspor..,Germany-Bundesliga,GB,29,2068,15,7.01
4370,Yussuf Poulsen,2015/2016,RasenBallspor..,Germany-Bundesliga-II,GB2,32,1991,8,6.93
4371,Yussuf Poulsen,2015,Denmark U21,International-EURO-U-21,IEU,4,331,-,6.55
4372,Benjamin Mendy,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,1,90,-,6.84
4373,Benjamin Mendy,2017/2018,Manchester Ci..,England-Premier-League,EPL,7,362,8,6.87
4374,Benjamin Mendy,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,7,525,9,7.52
4375,Benjamin Mendy,2016/2017,Monaco,France-Ligue-1,FL1,25,2060,41,7.25
4376,Benjamin Mendy,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,7,606,12,7.42
4377,Benjamin Mendy,2015/2016,Marseille,France-Ligue-1,FL1,24,1953,57,7.14
4378,Benjamin Mendy,2014/2015,Marseille,France-Ligue-1,FL1,33,2921,61,7.2
4379,Benjamin Mendy,2013/2014,Marseille,Europe-UEFA-Champions-League,UCL,2,180,1,6.77
4380,Benjamin Mendy,2013/2014,Marseille,France-Ligue-1,FL1,24,1730,27,6.97
4381,Corentin Tolisso,2017/2018,Bayern Munich,Germany-Bundesliga,GB,26,1529,16,6.99
4382,Corentin Tolisso,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,497,3,7.09
4383,Corentin Tolisso,2016/2017,Lyon,Europe-UEFA-Champions-League,UCL,6,450,5,7.22
4384,Corentin Tolisso,2016/2017,Lyon,France-Ligue-1,FL1,31,2577,31,7.25
4385,Corentin Tolisso,2016/2017,Lyon,Europe-UEFA-Europa-League,UEL,8,639,6,7.15
4386,Corentin Tolisso,2015/2016,Lyon,Europe-UEFA-Champions-League,UCL,6,540,8,6.85
4387,Corentin Tolisso,2015/2016,Lyon,France-Ligue-1,FL1,33,2581,67,7.27
4388,Corentin Tolisso,2014/2015,Lyon,France-Ligue-1,FL1,38,3317,34,7.07
4389,Corentin Tolisso,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,9,507,5,6.37
4390,Corentin Tolisso,2013/2014,Lyon,France-Ligue-1,FL1,14,787,8,6.67
4391,Andy Polo,2018,Portland Timb..,,UMLS,7,508,2,6.55
4392,Dominik Livakovic,2016/2017,Dinamo Zagreb,,UCL,4,360,-,7.23
4393,Joshua Kimmich,2017/2018,Bayern Munich,Germany-Bundesliga,GB,29,2334,20,7.23
4394,Joshua Kimmich,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,897,11,7.33
4395,Joshua Kimmich,2016/2017,Bayern Munich,Germany-Bundesliga,GB,27,1542,26,6.99
4396,Joshua Kimmich,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,289,8,6.82
4397,Joshua Kimmich,2015/2016,Bayern Munich,Germany-Bundesliga,GB,23,1423,25,6.79
4398,Joshua Kimmich,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,601,12,6.55
4399,Joshua Kimmich,2015,Germany U21,International-EURO-U-21,IEU,4,315,4,6.67
4400,Joshua Kimmich,2016,Germany,International-European-Championship,UEC,4,360,4,7.19
4401,Leon Goretzka,2017/2018,Schalke 04,Germany-Bundesliga,GB,26,1983,41,7.03
4402,Leon Goretzka,2016/2017,Schalke 04,Germany-Bundesliga,GB,30,2569,77,7.21
4403,Leon Goretzka,2016/2017,Schalke 04,Europe-UEFA-Europa-League,UEL,9,667,11,7.33
4404,Leon Goretzka,2015/2016,Schalke 04,Germany-Bundesliga,GB,25,1993,75,7.27
4405,Leon Goretzka,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,7,567,14,7.38
4406,Leon Goretzka,2014/2015,Schalke 04,Germany-Bundesliga,GB,10,380,11,6.57
4407,Leon Goretzka,2014/2015,Schalke 04,Europe-UEFA-Champions-League,UCL,1,33,-,6.54
4408,Leon Goretzka,2013/2014,Schalke 04,Europe-UEFA-Champions-League,UCL,4,47,1,5.85
4409,Leon Goretzka,2013/2014,Schalke 04,Germany-Bundesliga,GB,25,1503,26,7.22
4410,Emil Krafth,2017/2018,Bologna,Italy-Serie-A,ISA,12,947,16,6.42
4411,Emil Krafth,2016/2017,Bologna,Italy-Serie-A,ISA,26,1651,33,6.35
4412,Emil Krafth,2015/2016,Bologna,Italy-Serie-A,ISA,4,144,3,6.43
4413,Emil Krafth,2012/2013,Helsingborg,Europe-UEFA-Europa-League,UEL,2,155,4,6.8
4414,Jordan Lukaku,2017/2018,Lazio,Italy-Serie-A,ISA,30,1345,15,6.59
4415,Jordan Lukaku,2017/2018,Lazio,Europe-UEFA-Europa-League,UEL,9,615,8,6.64
4416,Jordan Lukaku,2016/2017,Lazio,Italy-Serie-A,ISA,16,846,10,6.58
4417,Jordan Lukaku,2016,Belgium,International-European-Championship,UEC,1,75,1,5.93
4418,Adnan Januzaj,2017/2018,Real Sociedad,Spain-La-Liga,SLL,28,1580,11,6.86
4419,Adnan Januzaj,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,6,368,1,7.46
4420,Adnan Januzaj,2016/2017,Sunderland,England-Premier-League,EPL,25,1630,9,6.52
4421,Adnan Januzaj,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,6,160,2,6.53
4422,Adnan Januzaj,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,5,331,3,6.8
4423,Adnan Januzaj,2015/2016,Manchester Un..,England-Premier-League,EPL,5,144,-,6.33
4424,Adnan Januzaj,2014/2015,Manchester Un..,England-Premier-League,EPL,18,850,9,6.47
4425,Adnan Januzaj,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,2,99,-,6.52
4426,Adnan Januzaj,2013/2014,Manchester Un..,England-Premier-League,EPL,27,1641,15,6.96
4427,Adnan Januzaj,2014,Belgium,International-FIFA-World-Cup,WC,1,60,1,6.67
4428,Leander Dendoncker,2017/2018,Anderlecht,Europe-UEFA-Champions-League,UCL,6,540,15,6.1
4429,Leander Dendoncker,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,12,1080,39,7.25
4430,Leander Dendoncker,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,6,540,11,6.76
4431,Leander Dendoncker,2014/2015,Anderlecht,Europe-UEFA-Champions-League,UCL,4,140,3,6.43
4432,Leander Dendoncker,2014/2015,Anderlecht,Europe-UEFA-Europa-League,UEL,2,171,7,7.0
4433,Fidel Escobar,2018,New York Red ..,USA-Major-League-Soccer,UMLS,2,169,5,7.32
4434,Fidel Escobar,2017,New York Red ..,USA-Major-League-Soccer,UMLS,6,482,16,6.97
4435,Mouez Hassen,2015/2016,Nice,France-Ligue-1,FL1,14,1075,-,6.77
4436,Mouez Hassen,2014/2015,Nice,France-Ligue-1,FL1,30,2700,-,6.46
4437,Mouez Hassen,2013/2014,Nice,France-Ligue-1,FL1,5,361,-,6.45
4438,Ellyes Skhiri,2017/2018,Montpellier,France-Ligue-1,FL1,35,3052,77,7.13
4439,Ellyes Skhiri,2016/2017,Montpellier,France-Ligue-1,FL1,37,3286,102,7.02
4440,Ellyes Skhiri,2015/2016,Montpellier,France-Ligue-1,FL1,12,814,28,7.0
4441,Ellyes Skhiri,2014/2015,Montpellier,France-Ligue-1,FL1,2,91,3,6.78
4442,Saîf-Eddine Khaoui,2017/2018,Troyes,France-Ligue-1,FL1,32,1960,27,6.81
4443,Saîf-Eddine Khaoui,2016/2017,Marseille,France-Ligue-1,FL1,9,144,2,6.17
4444,Yerry Mina,2017/2018,Barcelona,Spain-La-Liga,SLL,5,370,6,6.89
4445,Yerry Mina,2017,Palmeiras,Brazil-Brasileirão,BSA,15,1324,27,7.19
4446,Yerry Mina,2016,Palmeiras,Brazil-Brasileirão,BSA,13,990,28,7.29
4447,Bernardo Silva,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,9,563,5,7.2
4448,Bernardo Silva,2017/2018,Manchester Ci..,England-Premier-League,EPL,35,1520,10,6.79
4449,Bernardo Silva,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,11,921,8,6.97
4450,Bernardo Silva,2016/2017,Monaco,France-Ligue-1,FL1,37,2800,27,7.29
4451,Bernardo Silva,2015/2016,Monaco,Europe-UEFA-Europa-League,UEL,6,481,5,6.64
4452,Bernardo Silva,2015/2016,Monaco,France-Ligue-1,FL1,32,2240,30,7.0
4453,Bernardo Silva,2015,Portugal U21,International-EURO-U-21,IEU,5,398,6,7.68
4454,Bernardo Silva,2014/2015,Monaco,Europe-UEFA-Champions-League,UCL,7,197,2,6.58
4455,Bernardo Silva,2014/2015,Monaco,France-Ligue-1,FL1,32,2287,33,7.23
4456,Raheem Sterling,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,497,5,7.4
4457,Raheem Sterling,2017/2018,Manchester Ci..,England-Premier-League,EPL,33,2593,9,7.55
4458,Raheem Sterling,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,577,9,7.25
4459,Raheem Sterling,2016/2017,Manchester Ci..,England-Premier-League,EPL,33,2517,16,7.05
4460,Raheem Sterling,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,10,578,6,7.19
4461,Raheem Sterling,2015/2016,Manchester Ci..,England-Premier-League,EPL,31,1928,16,6.78
4462,Raheem Sterling,2014/2015,Liverpool,Europe-UEFA-Champions-League,UCL,6,463,5,6.92
4463,Raheem Sterling,2014/2015,Liverpool,Europe-UEFA-Europa-League,UEL,2,103,1,6.1
4464,Raheem Sterling,2014/2015,Liverpool,England-Premier-League,EPL,35,3053,17,7.27
4465,Raheem Sterling,2016,England,International-European-Championship,UEC,3,193,1,6.55
4466,Raheem Sterling,2013/2014,Liverpool,England-Premier-League,EPL,33,2221,20,7.4
4467,Raheem Sterling,2014,England,International-FIFA-World-Cup,WC,3,183,-,6.54
4468,Raheem Sterling,2012/2013,Liverpool,Europe-UEFA-Europa-League,UEL,7,187,1,6.14
4469,Raheem Sterling,2012/2013,Liverpool,England-Premier-League,EPL,24,1749,15,6.97
4470,Raheem Sterling,2011/2012,Liverpool,England-Premier-League,EPL,3,25,-,6.1
4471,Karol Linetty,2017/2018,Sampdoria,Italy-Serie-A,ISA,29,2133,18,6.71
4472,Karol Linetty,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,2386,24,6.74
4473,Karol Linetty,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,5,336,8,6.61
4474,M'Baye Niang,2017/2018,Torino,Italy-Serie-A,ISA,26,1540,13,6.69
4475,M'Baye Niang,2016/2017,AC Milan,Italy-Serie-A,ISA,18,1123,3,6.55
4476,M'Baye Niang,2016/2017,Watford,England-Premier-League,EPL,16,1254,11,6.75
4477,M'Baye Niang,2015/2016,AC Milan,Italy-Serie-A,ISA,16,1162,8,7.02
4478,M'Baye Niang,2014/2015,Genoa,Italy-Serie-A,ISA,14,971,5,7.02
4479,M'Baye Niang,2014/2015,AC Milan,Italy-Serie-A,ISA,5,87,1,6.24
4480,M'Baye Niang,2013/2014,AC Milan,Italy-Serie-A,ISA,8,237,3,6.51
4481,M'Baye Niang,2013/2014,Montpellier,France-Ligue-1,FL1,19,1386,7,6.77
4482,M'Baye Niang,2012/2013,AC Milan,Italy-Serie-A,ISA,20,869,10,6.68
4483,M'Baye Niang,2012/2013,AC Milan,Europe-UEFA-Champions-League,UCL,2,77,-,5.94
4484,M'Baye Niang,2011/2012,Caen,France-Ligue-1,FL1,23,1053,16,6.36
4485,M'Baye Niang,2010/2011,Caen,France-Ligue-1,FL1,7,343,3,6.86
4486,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Europa-League,UEL,5,450,8,7.43
4487,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,537,10,6.78
4488,Aleksandr Golovin,2017/2018,CSKA Moscow,Russia-Premier-League,RPL,27,2283,28,7.25
4489,Aleksandr Golovin,2016/2017,CSKA Moscow,Russia-Premier-League,RPL,30,2524,42,7.23
4490,Aleksandr Golovin,2016/2017,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,496,17,6.86
4491,Aleksandr Golovin,2015/2016,CSKA Moscow,Russia-Premier-League,RPL,17,621,10,6.49
4492,Aleksandr Golovin,2015/2016,CSKA Moscow,Europe-UEFA-Champions-League,UCL,1,16,-,6.16
4493,Aleksandr Golovin,2014/2015,CSKA Moscow,Russia-Premier-League,RPL,7,121,4,6.38
4494,Aleksandr Golovin,2016,Russia,International-European-Championship,UEC,3,161,3,6.18
4495,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,10,690,2,6.53
4496,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,29,1980,16,6.76
4497,Anton Miranchuk,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,3,82,2,6.07
4498,Nahitan Nández,2017/2018,Boca Juniors,,APD,24,1887,18,6.96
4499,Lucas Torreira,2017/2018,Sampdoria,Italy-Serie-A,ISA,36,3185,72,7.17
4500,Lucas Torreira,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,3049,86,6.98
4501,Álvaro Odriozola,2017/2018,Real Sociedad,Spain-La-Liga,SLL,35,2918,26,6.53
4502,Álvaro Odriozola,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,6,540,6,7.18
4503,Álvaro Odriozola,2016/2017,Real Sociedad,Spain-La-Liga,SLL,15,1285,11,6.61
4504,Robert Skov,2017/2018,FC Copenhagen,,UEL,2,117,4,6.71
4505,Presnel Kimpembe,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,3,198,1,6.53
4506,Presnel Kimpembe,2017/2018,Paris Saint G..,France-Ligue-1,FL1,28,2425,24,6.84
4507,Presnel Kimpembe,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,1,90,-,7.25
4508,Presnel Kimpembe,2016/2017,Paris Saint G..,France-Ligue-1,FL1,19,1710,39,7.06
4509,Presnel Kimpembe,2015/2016,Paris Saint G..,France-Ligue-1,FL1,6,426,14,7.28
4510,Presnel Kimpembe,2014/2015,Paris Saint G..,France-Ligue-1,FL1,1,14,1,6.27
4511,Benjamin Pavard,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,34,3060,70,7.1
4512,Benjamin Pavard,2016/2017,VfB Stuttgart,Germany-Bundesliga-II,GB2,21,1702,78,7.25
4513,Benjamin Pavard,2015/2016,Lille,France-Ligue-1,FL1,13,635,27,6.57
4514,Benjamin Pavard,2014/2015,Lille,France-Ligue-1,FL1,8,508,22,6.67
4515,Lucas Hernández,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,27,2117,40,7.24
4516,Lucas Hernández,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,8,614,2,7.06
4517,Lucas Hernández,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,270,7,6.67
4518,Lucas Hernández,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,15,1253,22,7.04
4519,Lucas Hernández,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,305,10,6.92
4520,Lucas Hernández,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,10,834,31,7.04
4521,Lucas Hernández,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,181,4,6.59
4522,Lucas Hernández,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,1,2,-,6.0
4523,Renato Tapia,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,4,330,6,6.43
4524,Renato Tapia,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,15,1243,25,7.3
4525,Renato Tapia,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,8,176,6,6.37
4526,Renato Tapia,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,3,270,10,7.14
4527,Renato Tapia,2015/2016,Twente,Netherlands-Eredivisie,NE,14,851,26,6.89
4528,Renato Tapia,2015/2016,Feyenoord,Netherlands-Eredivisie,NE,3,144,2,6.31
4529,Renato Tapia,2014/2015,Twente,Netherlands-Eredivisie,NE,17,1119,21,6.94
4530,Giovani Lo Celso,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,151,1,6.22
4531,Giovani Lo Celso,2017/2018,Paris Saint G..,France-Ligue-1,FL1,33,1769,20,7.06
4532,Giovani Lo Celso,2016/2017,Rosario Centr..,Argentina-Primera-División,APD,9,629,1,6.76
4533,Giovani Lo Celso,2016/2017,Paris Saint G..,France-Ligue-1,FL1,4,81,1,6.72
4534,Giovani Lo Celso,2016,Rosario Centr..,Argentina-Primera-División,APD,14,996,9,7.17
4535,Cristian Pavón,2017/2018,Boca Juniors,Argentina-Primera-División,APD,26,2283,21,7.57
4536,Cristian Pavón,2016/2017,Boca Juniors,Argentina-Primera-División,APD,30,2585,25,7.37
4537,Cristian Pavón,2016,Boca Juniors,Argentina-Primera-División,APD,3,205,2,6.48
4538,Tin Jedvaj,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,10,599,9,6.42
4539,Tin Jedvaj,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,18,1423,40,6.72
4540,Tin Jedvaj,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,4,286,6,6.96
4541,Tin Jedvaj,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,15,956,31,6.53
4542,Tin Jedvaj,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,3,265,9,6.6
4543,Tin Jedvaj,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,22,1663,63,6.97
4544,Tin Jedvaj,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,3,138,5,6.58
4545,Tin Jedvaj,2016,Croatia,International-European-Championship,UEC,1,90,2,6.63
4546,Tin Jedvaj,2013/2014,Roma,Italy-Serie-A,ISA,2,97,2,6.71
4547,Samúel Friðjónsson,2017,Vaalerenga,,NE,11,582,5,6.52
4548,Tyronne Ebuehi,2017/2018,ADO Den Haag,Netherlands-Eredivisie,NE,28,2375,34,6.83
4549,Tyronne Ebuehi,2016/2017,ADO Den Haag,Netherlands-Eredivisie,NE,29,2486,40,6.68
4550,Tyronne Ebuehi,2015/2016,ADO Den Haag,Netherlands-Eredivisie,NE,14,1231,28,6.57
4551,Tyronne Ebuehi,2014/2015,ADO Den Haag,Netherlands-Eredivisie,NE,7,278,8,6.24
4552,Oghenekaro Etebo,2017/2018,Las Palmas,Spain-La-Liga,SLL,14,1216,27,6.91
4553,Oghenekaro Etebo,2017/2018,Feirense,Portugal-Liga-NOS,PLN,18,1620,10,6.78
4554,Oghenekaro Etebo,2016/2017,Feirense,Portugal-Liga-NOS,PLN,23,1906,28,6.61
4555,Moses Simon,2016/2017,Gent,Europe-UEFA-Europa-League,UEL,8,530,3,6.6
4556,Moses Simon,2015/2016,Gent,Europe-UEFA-Champions-League,UCL,5,295,4,6.74
4557,Niklas Süle,2017/2018,Bayern Munich,Germany-Bundesliga,GB,27,1919,33,6.9
4558,Niklas Süle,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,644,11,6.55
4559,Niklas Süle,2016/2017,Hoffenheim,Germany-Bundesliga,GB,33,2887,70,6.99
4560,Niklas Süle,2015/2016,Hoffenheim,Germany-Bundesliga,GB,33,2970,69,6.86
4561,Niklas Süle,2014/2015,Hoffenheim,Germany-Bundesliga,GB,15,1270,26,7.2
4562,Niklas Süle,2013/2014,Hoffenheim,Germany-Bundesliga,GB,25,1887,47,7.15
4563,Niklas Süle,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,87,-,5.84
4564,Jonathan Tah,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,28,2427,34,6.95
4565,Jonathan Tah,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,19,1637,45,6.92
4566,Jonathan Tah,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,450,11,7.18
4567,Jonathan Tah,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,2566,91,7.19
4568,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,360,13,7.08
4569,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,540,29,7.2
4570,Jonathan Tah,2013/2014,Hamburger SV,Germany-Bundesliga,GB,16,1279,25,7.01
4571,Julian Brandt,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,34,2337,16,6.98
4572,Julian Brandt,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,32,2306,28,6.95
4573,Julian Brandt,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,8,534,5,6.92
4574,Julian Brandt,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,1626,18,6.84
4575,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,292,3,6.51
4576,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,86,3,6.22
4577,Julian Brandt,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,25,1112,16,6.71
4578,Julian Brandt,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,119,3,6.11
4579,Julian Brandt,2013/2014,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,2,68,-,5.92
4580,Julian Brandt,2013/2014,Bayer Leverku..,Germany-Bundesliga,GB,12,597,4,6.66
4581,Timo Werner,2017/2018,RasenBallspor..,Germany-Bundesliga,GB,32,2493,7,6.9
4582,Timo Werner,2017/2018,RasenBallspor..,Europe-UEFA-Europa-League,UEL,5,445,1,7.48
4583,Timo Werner,2017/2018,RasenBallspor..,Europe-UEFA-Champions-League,UCL,6,331,1,6.79
4584,Timo Werner,2016/2017,RasenBallspor..,Germany-Bundesliga,GB,31,2435,21,7.29
4585,Timo Werner,2015/2016,VfB Stuttgart,Germany-Bundesliga,GB,33,2200,15,6.44
4586,Timo Werner,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,32,1625,12,6.4
4587,Timo Werner,2013/2014,VfB Stuttgart,Germany-Bundesliga,GB,30,1549,7,6.63
4588,Hirving Lozano,2017/2018,PSV Eindhoven,,NE,29,2350,11,7.9
4589,Hwang Hee-chan,2017/2018,Salzburg,Europe-UEFA-Europa-League,UEL,9,491,2,6.63
4590,Hwang Hee-chan,2016/2017,Salzburg,Europe-UEFA-Europa-League,UEL,3,52,1,6.66
4591,Ruben Loftus-Cheek,2017/2018,Crystal Palac..,England-Premier-League,EPL,24,1875,22,7.08
4592,Ruben Loftus-Cheek,2016/2017,Chelsea,England-Premier-League,EPL,6,31,-,6.09
4593,Ruben Loftus-Cheek,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,1,77,-,8.16
4594,Ruben Loftus-Cheek,2015/2016,Chelsea,England-Premier-League,EPL,13,408,5,6.49
4595,Ruben Loftus-Cheek,2015,England U21,International-EURO-U-21,IEU,2,44,-,6.55
4596,Ruben Loftus-Cheek,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,1,7,-,6.52
4597,Ruben Loftus-Cheek,2014/2015,Chelsea,England-Premier-League,EPL,3,134,4,6.33
4598,Dávinson Sánchez,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,8,720,16,6.74
4599,Dávinson Sánchez,2017/2018,Tottenham,England-Premier-League,EPL,31,2535,38,6.94
4600,Dávinson Sánchez,2016/2017,Ajax,Netherlands-Eredivisie,NE,32,2764,62,7.31
4601,Dávinson Sánchez,2016/2017,Ajax,Europe-UEFA-Europa-League,UEL,12,1080,31,7.24
4602,Alex Iwobi,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,6,335,1,6.83
4603,Alex Iwobi,2017/2018,Arsenal,England-Premier-League,EPL,26,1844,7,6.88
4604,Alex Iwobi,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,7,411,2,6.41
4605,Alex Iwobi,2016/2017,Arsenal,England-Premier-League,EPL,26,1463,8,6.72
