,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,TotalTackles,DribbledPast,TotalAttemptedTackles,Rating
4398,Joshua Kimmich,2015/2016,Bayern Munich,Germany-Bundesliga,GB,23,1423,24,15,39,6.79
4399,Joshua Kimmich,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,601,10,9,19,6.55
4400,Joshua Kimmich,2015,Germany U21,International-EURO-U-21,IEU,4,315,12,6,18,6.67
4401,Joshua Kimmich,2016,Germany,International-European-Championship,UEC,4,360,9,3,12,7.19
4402,Leon Goretzka,2017/2018,Schalke 04,Germany-Bundesliga,GB,26,1983,50,36,86,7.03
4403,Leon Goretzka,2016/2017,Schalke 04,Germany-Bundesliga,GB,30,2569,66,49,115,7.21
4404,Leon Goretzka,2016/2017,Schalke 04,Europe-UEFA-Europa-League,UEL,9,667,17,11,28,7.33
4405,Leon Goretzka,2015/2016,Schalke 04,Germany-Bundesliga,GB,25,1993,66,37,103,7.27
4406,Leon Goretzka,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,7,567,19,8,27,7.38
4407,Leon Goretzka,2014/2015,Schalke 04,Germany-Bundesliga,GB,10,380,12,12,24,6.57
4408,Leon Goretzka,2014/2015,Schalke 04,Europe-UEFA-Champions-League,UCL,1,33,1,4,5,6.54
4409,Leon Goretzka,2013/2014,Schalke 04,Europe-UEFA-Champions-League,UCL,4,47,2,3,5,5.85
4410,Leon Goretzka,2013/2014,Schalke 04,Germany-Bundesliga,GB,25,1503,33,58,91,7.22
4411,Emil Krafth,2017/2018,Bologna,Italy-Serie-A,ISA,12,947,23,9,32,6.42
4412,Emil Krafth,2016/2017,Bologna,Italy-Serie-A,ISA,26,1651,28,21,49,6.35
4413,Emil Krafth,2015/2016,Bologna,Italy-Serie-A,ISA,4,144,4,1,5,6.43
4414,Emil Krafth,2012/2013,Helsingborg,Europe-UEFA-Europa-League,UEL,2,155,2,-,2,6.8
4415,Jordan Lukaku,2017/2018,Lazio,Italy-Serie-A,ISA,30,1345,28,6,34,6.59
4416,Jordan Lukaku,2017/2018,Lazio,Europe-UEFA-Europa-League,UEL,9,615,4,1,5,6.64
4417,Jordan Lukaku,2016/2017,Lazio,Italy-Serie-A,ISA,16,846,20,5,25,6.58
4418,Jordan Lukaku,2016,Belgium,International-European-Championship,UEC,1,75,1,1,2,5.93
4419,Adnan Januzaj,2017/2018,Real Sociedad,Spain-La-Liga,SLL,28,1580,16,13,29,6.86
4420,Adnan Januzaj,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,6,368,2,-,2,7.46
4421,Adnan Januzaj,2016/2017,Sunderland,England-Premier-League,EPL,25,1630,17,15,32,6.52
4422,Adnan Januzaj,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,6,160,1,3,4,6.53
4423,Adnan Januzaj,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,5,331,3,1,4,6.8
4424,Adnan Januzaj,2015/2016,Manchester Un..,England-Premier-League,EPL,5,144,1,1,2,6.33
4425,Adnan Januzaj,2014/2015,Manchester Un..,England-Premier-League,EPL,18,850,11,4,15,6.47
4426,Adnan Januzaj,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,2,99,1,-,1,6.52
4427,Adnan Januzaj,2013/2014,Manchester Un..,England-Premier-League,EPL,27,1641,24,13,37,6.96
4428,Adnan Januzaj,2014,Belgium,International-FIFA-World-Cup,WC,1,60,2,-,2,6.67
4429,Leander Dendoncker,2017/2018,Anderlecht,Europe-UEFA-Champions-League,UCL,6,540,10,9,19,6.1
4430,Leander Dendoncker,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,12,1080,28,13,41,7.25
4431,Leander Dendoncker,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,6,540,15,8,23,6.76
4432,Leander Dendoncker,2014/2015,Anderlecht,Europe-UEFA-Champions-League,UCL,4,140,9,2,11,6.43
4433,Leander Dendoncker,2014/2015,Anderlecht,Europe-UEFA-Europa-League,UEL,2,171,5,2,7,7.0
4434,Fidel Escobar,2018,New York Red ..,USA-Major-League-Soccer,UMLS,2,169,5,1,6,7.32
4435,Fidel Escobar,2017,New York Red ..,USA-Major-League-Soccer,UMLS,6,482,10,5,15,6.97
4436,Mouez Hassen,2015/2016,Nice,France-Ligue-1,FL1,14,1075,-,-,-,6.77
4437,Mouez Hassen,2014/2015,Nice,France-Ligue-1,FL1,30,2700,-,3,3,6.46
4438,Mouez Hassen,2013/2014,Nice,France-Ligue-1,FL1,5,361,-,1,1,6.45
4439,Ellyes Skhiri,2017/2018,Montpellier,France-Ligue-1,FL1,35,3052,91,50,141,7.13
4440,Ellyes Skhiri,2016/2017,Montpellier,France-Ligue-1,FL1,37,3286,104,79,183,7.02
4441,Ellyes Skhiri,2015/2016,Montpellier,France-Ligue-1,FL1,12,814,24,10,34,7.0
4442,Ellyes Skhiri,2014/2015,Montpellier,France-Ligue-1,FL1,2,91,3,-,3,6.78
4443,Saîf-Eddine Khaoui,2017/2018,Troyes,France-Ligue-1,FL1,32,1960,57,35,92,6.81
4444,Saîf-Eddine Khaoui,2016/2017,Marseille,France-Ligue-1,FL1,9,144,3,2,5,6.17
4445,Yerry Mina,2017/2018,Barcelona,Spain-La-Liga,SLL,5,370,10,2,12,6.89
4446,Yerry Mina,2017,Palmeiras,Brazil-Brasileirão,BSA,15,1324,24,9,33,7.19
4447,Yerry Mina,2016,Palmeiras,Brazil-Brasileirão,BSA,13,990,23,3,26,7.29
4448,Bernardo Silva,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,9,563,10,14,24,7.2
4449,Bernardo Silva,2017/2018,Manchester Ci..,England-Premier-League,EPL,35,1520,27,24,51,6.79
4450,Bernardo Silva,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,11,921,11,22,33,6.97
4451,Bernardo Silva,2016/2017,Monaco,France-Ligue-1,FL1,37,2800,47,51,98,7.29
4452,Bernardo Silva,2015/2016,Monaco,Europe-UEFA-Europa-League,UEL,6,481,12,8,20,6.64
4453,Bernardo Silva,2015/2016,Monaco,France-Ligue-1,FL1,32,2240,46,46,92,7.0
4454,Bernardo Silva,2015,Portugal U21,International-EURO-U-21,IEU,5,398,5,9,14,7.68
4455,Bernardo Silva,2014/2015,Monaco,Europe-UEFA-Champions-League,UCL,7,197,9,11,20,6.58
4456,Bernardo Silva,2014/2015,Monaco,France-Ligue-1,FL1,32,2287,58,52,110,7.23
4457,Raheem Sterling,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,497,4,3,7,7.4
4458,Raheem Sterling,2017/2018,Manchester Ci..,England-Premier-League,EPL,33,2593,19,29,48,7.55
4459,Raheem Sterling,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,577,13,9,22,7.25
4460,Raheem Sterling,2016/2017,Manchester Ci..,England-Premier-League,EPL,33,2517,23,33,56,7.05
4461,Raheem Sterling,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,10,578,11,8,19,7.19
4462,Raheem Sterling,2015/2016,Manchester Ci..,England-Premier-League,EPL,31,1928,34,22,56,6.78
4463,Raheem Sterling,2014/2015,Liverpool,Europe-UEFA-Champions-League,UCL,6,463,5,3,8,6.92
4464,Raheem Sterling,2014/2015,Liverpool,Europe-UEFA-Europa-League,UEL,2,103,1,2,3,6.1
4465,Raheem Sterling,2014/2015,Liverpool,England-Premier-League,EPL,35,3053,37,15,52,7.27
4466,Raheem Sterling,2016,England,International-European-Championship,UEC,3,193,-,2,2,6.55
4467,Raheem Sterling,2013/2014,Liverpool,England-Premier-League,EPL,33,2221,42,31,73,7.4
4468,Raheem Sterling,2014,England,International-FIFA-World-Cup,WC,3,183,3,-,3,6.54
4469,Raheem Sterling,2012/2013,Liverpool,Europe-UEFA-Europa-League,UEL,7,187,4,2,6,6.14
4470,Raheem Sterling,2012/2013,Liverpool,England-Premier-League,EPL,24,1749,40,17,57,6.97
4471,Raheem Sterling,2011/2012,Liverpool,England-Premier-League,EPL,3,25,-,-,-,6.1
4472,Karol Linetty,2017/2018,Sampdoria,Italy-Serie-A,ISA,29,2133,66,60,126,6.71
4473,Karol Linetty,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,2386,105,59,164,6.74
4474,Karol Linetty,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,5,336,14,2,16,6.61
4475,M'Baye Niang,2017/2018,Torino,Italy-Serie-A,ISA,26,1540,29,12,41,6.69
4476,M'Baye Niang,2016/2017,AC Milan,Italy-Serie-A,ISA,18,1123,11,7,18,6.55
4477,M'Baye Niang,2016/2017,Watford,England-Premier-League,EPL,16,1254,11,16,27,6.75
4478,M'Baye Niang,2015/2016,AC Milan,Italy-Serie-A,ISA,16,1162,18,9,27,7.02
4479,M'Baye Niang,2014/2015,Genoa,Italy-Serie-A,ISA,14,971,4,5,9,7.02
4480,M'Baye Niang,2014/2015,AC Milan,Italy-Serie-A,ISA,5,87,1,-,1,6.24
4481,M'Baye Niang,2013/2014,AC Milan,Italy-Serie-A,ISA,8,237,8,1,9,6.51
4482,M'Baye Niang,2013/2014,Montpellier,France-Ligue-1,FL1,19,1386,10,7,17,6.77
4483,M'Baye Niang,2012/2013,AC Milan,Italy-Serie-A,ISA,20,869,26,11,37,6.68
4484,M'Baye Niang,2012/2013,AC Milan,Europe-UEFA-Champions-League,UCL,2,77,-,5,5,5.94
4485,M'Baye Niang,2011/2012,Caen,France-Ligue-1,FL1,23,1053,21,14,35,6.36
4486,M'Baye Niang,2010/2011,Caen,France-Ligue-1,FL1,7,343,5,1,6,6.86
4487,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Europa-League,UEL,5,450,9,12,21,7.43
4488,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,537,13,18,31,6.78
4489,Aleksandr Golovin,2017/2018,CSKA Moscow,Russia-Premier-League,RPL,27,2283,39,12,51,7.25
4490,Aleksandr Golovin,2016/2017,CSKA Moscow,Russia-Premier-League,RPL,30,2524,86,17,103,7.23
4491,Aleksandr Golovin,2016/2017,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,496,24,19,43,6.86
4492,Aleksandr Golovin,2015/2016,CSKA Moscow,Russia-Premier-League,RPL,17,621,23,3,26,6.49
4493,Aleksandr Golovin,2015/2016,CSKA Moscow,Europe-UEFA-Champions-League,UCL,1,16,1,-,1,6.16
4494,Aleksandr Golovin,2014/2015,CSKA Moscow,Russia-Premier-League,RPL,7,121,5,-,5,6.38
4495,Aleksandr Golovin,2016,Russia,International-European-Championship,UEC,3,161,7,5,12,6.18
4496,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,10,690,13,9,22,6.53
4497,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,29,1980,31,18,49,6.76
4498,Anton Miranchuk,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,3,82,4,-,4,6.07
4499,Nahitan Nández,2017/2018,Boca Juniors,,APD,24,1887,63,22,85,6.96
4500,Lucas Torreira,2017/2018,Sampdoria,Italy-Serie-A,ISA,36,3185,101,47,148,7.17
4501,Lucas Torreira,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,3049,97,56,153,6.98
4502,Álvaro Odriozola,2017/2018,Real Sociedad,Spain-La-Liga,SLL,35,2918,41,15,56,6.53
4503,Álvaro Odriozola,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,6,540,10,-,10,7.18
4504,Álvaro Odriozola,2016/2017,Real Sociedad,Spain-La-Liga,SLL,15,1285,16,8,24,6.61
4505,Robert Skov,2017/2018,FC Copenhagen,,UEL,2,117,2,1,3,6.71
4506,Presnel Kimpembe,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,3,198,2,-,2,6.53
4507,Presnel Kimpembe,2017/2018,Paris Saint G..,France-Ligue-1,FL1,28,2425,39,5,44,6.84
4508,Presnel Kimpembe,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,1,90,2,1,3,7.25
4509,Presnel Kimpembe,2016/2017,Paris Saint G..,France-Ligue-1,FL1,19,1710,18,2,20,7.06
4510,Presnel Kimpembe,2015/2016,Paris Saint G..,France-Ligue-1,FL1,6,426,13,2,15,7.28
4511,Presnel Kimpembe,2014/2015,Paris Saint G..,France-Ligue-1,FL1,1,14,-,-,-,6.27
4512,Benjamin Pavard,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,34,3060,55,11,66,7.1
4513,Benjamin Pavard,2016/2017,VfB Stuttgart,Germany-Bundesliga-II,GB2,21,1702,39,10,49,7.25
4514,Benjamin Pavard,2015/2016,Lille,France-Ligue-1,FL1,13,635,12,7,19,6.57
4515,Benjamin Pavard,2014/2015,Lille,France-Ligue-1,FL1,8,508,7,3,10,6.67
4516,Lucas Hernández,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,27,2117,93,19,112,7.24
4517,Lucas Hernández,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,8,614,21,10,31,7.06
4518,Lucas Hernández,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,270,1,1,2,6.67
4519,Lucas Hernández,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,15,1253,24,9,33,7.04
4520,Lucas Hernández,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,305,14,11,25,6.92
4521,Lucas Hernández,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,10,834,19,2,21,7.04
4522,Lucas Hernández,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,181,4,1,5,6.59
4523,Lucas Hernández,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,1,2,-,-,-,6.0
4524,Renato Tapia,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,4,330,6,3,9,6.43
4525,Renato Tapia,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,15,1243,31,19,50,7.3
4526,Renato Tapia,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,8,176,5,5,10,6.37
4527,Renato Tapia,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,3,270,8,7,15,7.14
4528,Renato Tapia,2015/2016,Twente,Netherlands-Eredivisie,NE,14,851,24,10,34,6.89
4529,Renato Tapia,2015/2016,Feyenoord,Netherlands-Eredivisie,NE,3,144,3,3,6,6.31
4530,Renato Tapia,2014/2015,Twente,Netherlands-Eredivisie,NE,17,1119,49,25,74,6.94
4531,Giovani Lo Celso,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,151,5,6,11,6.22
4532,Giovani Lo Celso,2017/2018,Paris Saint G..,France-Ligue-1,FL1,33,1769,77,48,125,7.06
4533,Giovani Lo Celso,2016/2017,Rosario Centr..,Argentina-Primera-División,APD,9,629,20,7,27,6.76
4534,Giovani Lo Celso,2016/2017,Paris Saint G..,France-Ligue-1,FL1,4,81,-,2,2,6.72
4535,Giovani Lo Celso,2016,Rosario Centr..,Argentina-Primera-División,APD,14,996,37,8,45,7.17
4536,Cristian Pavón,2017/2018,Boca Juniors,Argentina-Primera-División,APD,26,2283,36,32,68,7.57
4537,Cristian Pavón,2016/2017,Boca Juniors,Argentina-Primera-División,APD,30,2585,41,28,69,7.37
4538,Cristian Pavón,2016,Boca Juniors,Argentina-Primera-División,APD,3,205,4,-,4,6.48
4539,Tin Jedvaj,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,10,599,10,7,17,6.42
4540,Tin Jedvaj,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,18,1423,35,21,56,6.72
4541,Tin Jedvaj,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,4,286,8,9,17,6.96
4542,Tin Jedvaj,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,15,956,16,12,28,6.53
4543,Tin Jedvaj,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,3,265,6,6,12,6.6
4544,Tin Jedvaj,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,22,1663,40,15,55,6.97
4545,Tin Jedvaj,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,3,138,5,5,10,6.58
4546,Tin Jedvaj,2016,Croatia,International-European-Championship,UEC,1,90,-,-,-,6.63
4547,Tin Jedvaj,2013/2014,Roma,Italy-Serie-A,ISA,2,97,6,2,8,6.71
4548,Samúel Friðjónsson,2017,Vaalerenga,,NE,11,582,3,3,6,6.52
4549,Tyronne Ebuehi,2017/2018,ADO Den Haag,Netherlands-Eredivisie,NE,28,2375,62,16,78,6.83
4550,Tyronne Ebuehi,2016/2017,ADO Den Haag,Netherlands-Eredivisie,NE,29,2486,62,14,76,6.68
4551,Tyronne Ebuehi,2015/2016,ADO Den Haag,Netherlands-Eredivisie,NE,14,1231,27,7,34,6.57
4552,Tyronne Ebuehi,2014/2015,ADO Den Haag,Netherlands-Eredivisie,NE,7,278,3,3,6,6.24
4553,Oghenekaro Etebo,2017/2018,Las Palmas,Spain-La-Liga,SLL,14,1216,24,14,38,6.91
4554,Oghenekaro Etebo,2017/2018,Feirense,Portugal-Liga-NOS,PLN,18,1620,22,12,34,6.78
4555,Oghenekaro Etebo,2016/2017,Feirense,Portugal-Liga-NOS,PLN,23,1906,16,11,27,6.61
4556,Moses Simon,2016/2017,Gent,Europe-UEFA-Europa-League,UEL,8,530,9,3,12,6.6
4557,Moses Simon,2015/2016,Gent,Europe-UEFA-Champions-League,UCL,5,295,4,4,8,6.74
4558,Niklas Süle,2017/2018,Bayern Munich,Germany-Bundesliga,GB,27,1919,34,7,41,6.9
4559,Niklas Süle,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,644,7,3,10,6.55
4560,Niklas Süle,2016/2017,Hoffenheim,Germany-Bundesliga,GB,33,2887,68,8,76,6.99
4561,Niklas Süle,2015/2016,Hoffenheim,Germany-Bundesliga,GB,33,2970,47,5,52,6.86
4562,Niklas Süle,2014/2015,Hoffenheim,Germany-Bundesliga,GB,15,1270,34,5,39,7.2
4563,Niklas Süle,2013/2014,Hoffenheim,Germany-Bundesliga,GB,25,1887,55,19,74,7.15
4564,Niklas Süle,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,87,1,-,1,5.84
4565,Jonathan Tah,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,28,2427,47,8,55,6.95
4566,Jonathan Tah,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,19,1637,41,9,50,6.92
4567,Jonathan Tah,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,450,8,3,11,7.18
4568,Jonathan Tah,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,2566,42,20,62,7.19
4569,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,360,8,4,12,7.08
4570,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,540,14,4,18,7.2
4571,Jonathan Tah,2013/2014,Hamburger SV,Germany-Bundesliga,GB,16,1279,23,9,32,7.01
4572,Julian Brandt,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,34,2337,24,18,42,6.98
4573,Julian Brandt,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,32,2306,25,16,41,6.95
4574,Julian Brandt,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,8,534,7,14,21,6.92
4575,Julian Brandt,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,1626,14,18,32,6.84
4576,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,292,4,3,7,6.51
4577,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,86,3,-,3,6.22
4578,Julian Brandt,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,25,1112,16,24,40,6.71
4579,Julian Brandt,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,119,3,6,9,6.11
4580,Julian Brandt,2013/2014,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,2,68,2,2,4,5.92
4581,Julian Brandt,2013/2014,Bayer Leverku..,Germany-Bundesliga,GB,12,597,6,12,18,6.66
4582,Timo Werner,2017/2018,RasenBallspor..,Germany-Bundesliga,GB,32,2493,16,16,32,6.9
4583,Timo Werner,2017/2018,RasenBallspor..,Europe-UEFA-Europa-League,UEL,5,445,2,6,8,7.48
4584,Timo Werner,2017/2018,RasenBallspor..,Europe-UEFA-Champions-League,UCL,6,331,4,4,8,6.79
4585,Timo Werner,2016/2017,RasenBallspor..,Germany-Bundesliga,GB,31,2435,24,15,39,7.29
4586,Timo Werner,2015/2016,VfB Stuttgart,Germany-Bundesliga,GB,33,2200,12,15,27,6.44
4587,Timo Werner,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,32,1625,22,25,47,6.4
4588,Timo Werner,2013/2014,VfB Stuttgart,Germany-Bundesliga,GB,30,1549,30,39,69,6.63
4589,Hirving Lozano,2017/2018,PSV Eindhoven,,NE,29,2350,31,25,56,7.9
4590,Hwang Hee-chan,2017/2018,Salzburg,Europe-UEFA-Europa-League,UEL,9,491,3,8,11,6.63
4591,Hwang Hee-chan,2016/2017,Salzburg,Europe-UEFA-Europa-League,UEL,3,52,1,-,1,6.66
4592,Ruben Loftus-Cheek,2017/2018,Crystal Palac..,England-Premier-League,EPL,24,1875,21,23,44,7.08
4593,Ruben Loftus-Cheek,2016/2017,Chelsea,England-Premier-League,EPL,6,31,1,1,2,6.09
4594,Ruben Loftus-Cheek,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,1,77,3,-,3,8.16
4595,Ruben Loftus-Cheek,2015/2016,Chelsea,England-Premier-League,EPL,13,408,11,7,18,6.49
4596,Ruben Loftus-Cheek,2015,England U21,International-EURO-U-21,IEU,2,44,-,-,-,6.55
4597,Ruben Loftus-Cheek,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,1,7,1,-,1,6.52
4598,Ruben Loftus-Cheek,2014/2015,Chelsea,England-Premier-League,EPL,3,134,3,3,6,6.33
4599,Dávinson Sánchez,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,8,720,7,8,15,6.74
4600,Dávinson Sánchez,2017/2018,Tottenham,England-Premier-League,EPL,31,2535,38,22,60,6.94
4601,Dávinson Sánchez,2016/2017,Ajax,Netherlands-Eredivisie,NE,32,2764,47,22,69,7.31
4602,Dávinson Sánchez,2016/2017,Ajax,Europe-UEFA-Europa-League,UEL,12,1080,39,12,51,7.24
4603,Alex Iwobi,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,6,335,3,4,7,6.83
4604,Alex Iwobi,2017/2018,Arsenal,England-Premier-League,EPL,26,1844,19,13,32,6.88
4605,Alex Iwobi,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,7,411,6,4,10,6.41
4606,Alex Iwobi,2016/2017,Arsenal,England-Premier-League,EPL,26,1463,19,11,30,6.72
4607,Alex Iwobi,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,2,77,-,1,1,6.29
4608,Alex Iwobi,2015/2016,Arsenal,England-Premier-League,EPL,13,632,8,3,11,6.78
4609,Dele Alli,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,5,427,11,4,15,7.73
4610,Dele Alli,2017/2018,Tottenham,England-Premier-League,EPL,36,2972,46,26,72,7.09
4611,Dele Alli,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,6,532,8,6,14,6.89
4612,Dele Alli,2016/2017,Tottenham,England-Premier-League,EPL,37,3045,52,45,97,7.35
4613,Dele Alli,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,129,-,-,-,5.59
4614,Dele Alli,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,9,627,13,7,20,6.85
4615,Dele Alli,2015/2016,Tottenham,England-Premier-League,EPL,33,2482,71,41,112,7.35
4616,Dele Alli,2016,England,International-European-Championship,UEC,4,301,6,6,12,6.79
4617,Jan Bednarek,2017/2018,Southampton,,EPL,5,428,6,3,9,6.67
4618,Andreas Christensen,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,6,454,5,3,8,6.45
4619,Andreas Christensen,2017/2018,Chelsea,England-Premier-League,EPL,27,2071,26,5,31,6.8
4620,Andreas Christensen,2016/2017,Borussia M.Gl..,Germany-Bundesliga,GB,31,2782,47,10,57,7.01
4621,Andreas Christensen,2016/2017,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,4,360,10,1,11,6.5
4622,Andreas Christensen,2016/2017,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,3,270,4,-,4,7.61
4623,Andreas Christensen,2015/2016,Borussia M.Gl..,Germany-Bundesliga,GB,31,2790,42,11,53,7.08
4624,Andreas Christensen,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,5,450,1,4,5,7.1
4625,Andreas Christensen,2015,Denmark U21,International-EURO-U-21,IEU,4,360,3,1,4,6.67
4626,Andreas Christensen,2014/2015,Chelsea,England-Premier-League,EPL,1,12,-,1,1,6.08
4627,Marco Asensio,2017/2018,Real Madrid,Spain-La-Liga,SLL,32,1839,26,15,41,7.02
4628,Marco Asensio,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,12,475,4,4,8,6.67
4629,Marco Asensio,2016/2017,Real Madrid,Spain-La-Liga,SLL,23,1077,26,10,36,6.84
4630,Marco Asensio,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,8,225,4,4,8,6.72
4631,Marco Asensio,2015/2016,Espanyol,Spain-La-Liga,SLL,34,2833,55,55,110,7.03
4632,Leroy Sané,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,9,653,7,3,10,6.82
4633,Leroy Sané,2017/2018,Manchester Ci..,England-Premier-League,EPL,32,2423,27,14,41,7.54
4634,Leroy Sané,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,4,281,3,2,5,7.31
4635,Leroy Sané,2016/2017,Manchester Ci..,England-Premier-League,EPL,26,1788,35,19,54,7.06
4636,Leroy Sané,2015/2016,Schalke 04,Germany-Bundesliga,GB,33,2314,60,39,99,7.1
4637,Leroy Sané,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,7,547,15,3,18,7.33
4638,Leroy Sané,2014/2015,Schalke 04,Germany-Bundesliga,GB,13,607,22,11,33,6.64
4639,Leroy Sané,2014/2015,Schalke 04,Europe-UEFA-Champions-League,UCL,1,61,-,-,-,7.67
4640,Leroy Sané,2016,Germany,International-European-Championship,UEC,1,11,-,-,-,5.95
4641,Leroy Sané,2013/2014,Schalke 04,Germany-Bundesliga,GB,1,16,1,-,1,6.31
4642,Ramadan Sobhi,2017/2018,Stoke,England-Premier-League,EPL,24,1234,32,25,57,6.46
4643,Ramadan Sobhi,2016/2017,Stoke,England-Premier-League,EPL,17,849,22,18,40,6.48
4644,Rodrigo Bentancur,2017/2018,Juventus,Italy-Serie-A,ISA,20,568,18,14,32,6.41
4645,Rodrigo Bentancur,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,5,291,6,9,15,6.51
4646,Rodrigo Bentancur,2016/2017,Boca Juniors,Argentina-Primera-División,APD,22,1836,56,22,78,7.03
4647,Rodrigo Bentancur,2016,Boca Juniors,Argentina-Primera-División,APD,11,669,13,10,23,6.6
4648,Maxi Gómez,2017/2018,Celta Vigo,,SLL,36,3078,7,18,25,6.95
4649,Saeid Ezatolahi,2017/2018,Amkar,Russia-Premier-League,RPL,15,996,31,13,44,6.99
